Greek  Word,english_translation,parsing_abbreviation,strongs_number,chapter_ref,#
διαδήματα,royal crowns,N-NNP,G1238,Revelation 19,8303
πολλά,many,Adj-NNP,G4183,Revelation 19,8304
περιβεβλημένος,having been clothed with,V-RPM/P-NMS,G4016,Revelation 19,8305
βεβαμμένον,having been dipped,V-RPM/P-ANS,G911,Revelation 19,8306
κέκληται,is called,V-RIM/P-3S,G2564,Revelation 19,8307
στρατεύματα,armies,N-NNP,G4753,Revelation 19,8308
λευκοῖς,white,Adj-DMP,G3022,Revelation 19,8309
λευκὸν,white,Adj-ANS,G3022,Revelation 19,8310
πατάξῃ,He may strike down,V-ASA-3S,G3960,Revelation 19,8311
πατεῖ,treads,V-PIA-3S,G3961,Revelation 19,8312
μηρὸν,thigh,N-AMS,G3382,Revelation 19,8313
ΒΑΣΙΛΕΩΝ,of Kings,N-GMP,G935,Revelation 19,8314
ΚΥΡΙΩΝ,of Lords,N-GMP,G2962,Revelation 19,8315
ἡλίῳ,sun,N-DMS,G2246,Revelation 19,8316
μεγάλῃ,loud,Adj-DFS,G3173,Revelation 19,8317
ὀρνέοις,birds,N-DNP,G3732,Revelation 19,8318
πετομένοις,flying,V-PPM/P-DNP,G4072,Revelation 19,8319
συνάχθητε,gather yourselves,V-AMP-2P,G4863,Revelation 19,8320
βασιλέων,of kings,N-GMP,G935,Revelation 19,8321
χιλιάρχων,of commanders,N-GMP,G5506,Revelation 19,8322
ἰσχυρῶν,of mighty men,Adj-GMP,G2478,Revelation 19,8323
καθημένων,sitting,V-PPM/P-GMP,G2521,Revelation 19,8324
ἐλευθέρων,free,Adj-GMP,G1658,Revelation 19,8325
μικρῶν,small,Adj-GMP,G3398,Revelation 19,8326
στρατεύματα,armies,N-ANP,G4753,Revelation 19,8327
συνηγμένα,having been gathered together,V-RPM/P-ANP,G4863,Revelation 19,8328
ἵππου,horse,N-GMS,G2462,Revelation 19,8329
στρατεύματος,army,N-GNS,G4753,Revelation 19,8330
ἐπιάσθη,was captured,V-AIP-3S,G4084,Revelation 19,8331
ψευδοπροφήτης,false prophet,N-NMS,G5578,Revelation 19,8332
ἐπλάνησεν,he deceived,V-AIA-3S,G4105,Revelation 19,8333
λαβόντας,having received,V-APA-AMP,G2983,Revelation 19,8334
λίμνην,lake,N-AFS,G3041,Revelation 19,8335
καιομένης,burning,V-PPM/P-GFS,G2545,Revelation 19,8336
ἐξελθούσῃ,having gone forth,V-APA-DFS,G1831,Revelation 19,8337
ὄρνεα,birds,N-NNP,G3732,Revelation 19,8338
ἐχορτάσθησαν,were filled,V-AIP-3P,G5526,Revelation 19,8339
σαρκῶν,flesh,N-GFP,G4561,Revelation 19,8340
ἅλυσιν,a chain,N-AFS,G254,Revelation 20,8341
ἐκράτησεν,he seized,V-AIA-3S,G2902,Revelation 20,8342
δράκοντα,dragon,N-AMS,G1404,Revelation 20,8343
ἔδησεν,bound,V-AIA-3S,G1210,Revelation 20,8344
χίλια,for a thousand,Adj-ANP,G5507,Revelation 20,8345
ἄβυσσον,Abyss,N-AFS,G12,Revelation 20,8346
ἔκλεισεν,shut,V-AIA-3S,G2808,Revelation 20,8347
πλανήσῃ,he should deceive,V-ASA-3S,G4105,Revelation 20,8348
τελεσθῇ,were completed,V-ASP-3S,G5055,Revelation 20,8349
ἐκάθισαν,they sat,V-AIA-3P,G2523,Revelation 20,8350
πεπελεκισμένων,having been beheaded,V-RPM/P-GMP,G3990,Revelation 20,8351
ἔζησαν,they lived,V-AIA-3P,G2198,Revelation 20,8352
ἐβασίλευσαν,reigned,V-AIA-3P,G936,Revelation 20,8353
πρώτῃ,first,Adj-DFS,G4413,Revelation 20,8354
ἱερεῖς,priests,N-NMP,G2409,Revelation 20,8355
φυλακῆς,prison,N-GFS,G5438,Revelation 20,8356
πλανῆσαι,to deceive,V-ANA,G4105,Revelation 20,8357
τέσσαρσιν,four,Adj-DFP,G5064,Revelation 20,8358
γωνίαις,corners,N-DFP,G1137,Revelation 20,8359
Γὼγ,Gog,N-AMS,G1136,Revelation 20,8360
Μαγώγ,Magog,N-AMS,G3098,Revelation 20,8361
ἄμμος,sand,N-NFS,G285,Revelation 20,8362
πλάτος,breadth,N-ANS,G4114,Revelation 20,8363
ἐκύκλευσαν,encircled,V-AIA-3P,G2944,Revelation 20,8364
παρεμβολὴν,camp,N-AFS,G3925,Revelation 20,8365
ἠγαπημένην,having been beloved,V-RPM/P-AFS,G25,Revelation 20,8366
κατέφαγεν,devoured,V-AIA-3S,G2719,Revelation 20,8367
λευκὸν,white,Adj-AMS,G3022,Revelation 20,8368
οὐρανός,heaven,N-NMS,G3772,Revelation 20,8369
μικρούς,small,Adj-AMP,G3398,Revelation 20,8370
βιβλία,books,N-NNP,G975,Revelation 20,8371
ἠνοίχθησαν,were opened,V-AIP-3P,G455,Revelation 20,8372
ἠνοίχθη,was opened,V-AIP-3S,G455,Revelation 20,8373
ἐκρίθησαν,were judged,V-AIP-3P,G2919,Revelation 20,8374
γεγραμμένων,having been written,V-RPM/P-GNP,G1125,Revelation 20,8375
βιβλίοις,books,N-DNP,G975,Revelation 20,8376
δεύτερός,second,Adj-NMS,G1208,Revelation 20,8377
λίμνη,lake,N-NFS,G3041,Revelation 20,8378
καινήν,new,Adj-AFS,G2537,Revelation 21,8379
ἀπῆλθαν,had passed away,V-AIA-3P,G565,Revelation 21,8380
Ἰερουσαλὴμ,the Jerusalem,N-AFS,G2419,Revelation 21,8381
καταβαίνουσαν,coming down,V-PPA-AFS,G2597,Revelation 21,8382
ἡτοιμασμένην,having been prepared,V-RPM/P-AFS,G2090,Revelation 21,8383
κεκοσμημένην,having been adorned,V-RPM/P-AFS,G2885,Revelation 21,8384
σκηνὴ,tabernacle,N-NFS,G4633,Revelation 21,8385
πόνος,pain,N-NMS,G4192,Revelation 21,8386
πρῶτα,former things,Adj-NNP,G4413,Revelation 21,8387
καινὰ,new,Adj-ANP,G2537,Revelation 21,8388
πιστοὶ,faithful,Adj-NMP,G4103,Revelation 21,8389
ἀληθινοί,TRUE,Adj-NMP,G228,Revelation 21,8390
Γέγοναν,It is done,V-RIA-3P,G1096,Revelation 21,8391
διψῶντι,thirsting,V-PPA-DMS,G1372,Revelation 21,8392
πηγῆς,spring,N-GFS,G4077,Revelation 21,8393
δειλοῖς,to the cowardly,Adj-DMP,G1169,Revelation 21,8394
ἐβδελυγμένοις,having become abominable,V-RPM/P-DMP,G948,Revelation 21,8395
φονεῦσιν,murderers,N-DMP,G5406,Revelation 21,8396
πόρνοις,the sexually immoral,N-DMP,G4205,Revelation 21,8397
φαρμάκοις,sorcerers,N-DMP,G5333,Revelation 21,8398
εἰδωλολάτραις,idolaters,N-DMP,G1496,Revelation 21,8399
ψευδέσιν,liars,Adj-DMP,G5571,Revelation 21,8400
μέρος,portion,N-NNS,G3313,Revelation 21,8401
λίμνῃ,lake,N-DFS,G3041,Revelation 21,8402
καιομένῃ,burning,V-PPM/P-DFS,G2545,Revelation 21,8403
γεμόντων,being full,V-PPA-GNP,G1073,Revelation 21,8404
ὑψηλόν,high,Adj-ANS,G5308,Revelation 21,8405
ἔδειξέν,he showed,V-AIA-3S,G1166,Revelation 21,8406
φωστὴρ,radiance,N-NMS,G5458,Revelation 21,8407
τιμιωτάτῳ,most precious,Adj-DMS-S,G5093,Revelation 21,8408
κρυσταλλίζοντι,being clear as crystal,V-PPA-DMS,G2929,Revelation 21,8409
τεῖχος,a wall,N-ANS,G5038,Revelation 21,8410
πυλῶνας,gates,N-AMP,G4440,Revelation 21,8411
πυλῶσιν,gates,N-DMP,G4440,Revelation 21,8412
ἐπιγεγραμμένα,having been inscribed,V-RPM/P-ANP,G1924,Revelation 21,8413
δώδεκα,twelve,Adj-GFP,G1427,Revelation 21,8414
πυλῶνες,were gates,N-NMP,G4440,Revelation 21,8415
βορρᾶ,the north,N-GMS,G1005,Revelation 21,8416
νότου,the south,N-GMS,G3558,Revelation 21,8417
δυσμῶν,the west,N-GFP,G1424,Revelation 21,8418
τεῖχος,wall,N-NNS,G5038,Revelation 21,8419
θεμελίους,foundations,N-AMP,G2310,Revelation 21,8420
δώδεκα,the twelve,Adj-ANP,G1427,Revelation 21,8421
κάλαμον,reed,N-AMS,G2563,Revelation 21,8422
μετρήσῃ,he could measure,V-ASA-3S,G3354,Revelation 21,8423
τετράγωνος,foursquare,Adj-NFS,G5068,Revelation 21,8424
ὅσον,the same as,RelPro-NNS,G3745,Revelation 21,8425
ἐμέτρησεν,he measured,V-AIA-3S,G3354,Revelation 21,8426
καλάμῳ,reed,N-DMS,G2563,Revelation 21,8427
δώδεκα,twelve,Adj-GNP,G1427,Revelation 21,8428
ἴσα,equal,Adj-NNP,G2470,Revelation 21,8429
τεσσεράκοντα,forty,Adj-GMP,G5062,Revelation 21,8430
τεσσάρων,four,Adj-GMP,G5064,Revelation 21,8431
ἐνδώμησις,structure,N-NFS,G1739,Revelation 21,8432
τείχους,wall,N-GNS,G5038,Revelation 21,8433
ἴασπις,was jasper,N-NFS,G2393,Revelation 21,8434
χρυσίον,gold,N-NNS,G5553,Revelation 21,8435
καθαρὸν,pure,Adj-NNS,G2513,Revelation 21,8436
ὑάλῳ,glass,N-DMS,G5194,Revelation 21,8437
καθαρῷ,clear,Adj-DMS,G2513,Revelation 21,8438
θεμέλιοι,foundations,N-NMP,G2310,Revelation 21,8439
κεκοσμημένοι,having been adorned,V-RPM/P-NMP,G2885,Revelation 21,8440
θεμέλιος,foundation,N-NMS,G2310,Revelation 21,8441
σάπφιρος,sapphire,N-NFS,G4552,Revelation 21,8442
χαλκηδών,chalcedony,N-NMS,G5472,Revelation 21,8443
σμάραγδος,emerald,N-NMS,G4665,Revelation 21,8444
σαρδόνυξ,sardonyx,N-NMS,G4557,Revelation 21,8445
σάρδιον,sardius,N-NNS,G4556,Revelation 21,8446
χρυσόλιθος,chrysolite,N-NMS,G5555,Revelation 21,8447
ὄγδοος,eighth,Adj-NMS,G3590,Revelation 21,8448
βήρυλλος,beryl,N-NMS,G969,Revelation 21,8449
ἔνατος,ninth,Adj-NMS,G1766,Revelation 21,8450
τοπάζιον,topaz,N-NNS,G5116,Revelation 21,8451
δέκατος,tenth,Adj-NMS,G1182,Revelation 21,8452
χρυσόπρασος,chrysoprase,N-NMS,G5556,Revelation 21,8453
ἑνδέκατος,eleventh,Adj-NMS,G1734,Revelation 21,8454
ὑάκινθος,jacinth,N-NMS,G5192,Revelation 21,8455
δωδέκατος,twelfth,Adj-NMS,G1428,Revelation 21,8456
ἀμέθυστος,amethyst,N-NFS,G271,Revelation 21,8457
δώδεκα,twelve,Adj-NMP,G1427,Revelation 21,8458
μαργαρῖται,pearls,N-NMP,G3135,Revelation 21,8459
πυλώνων,gates,N-GMP,G4440,Revelation 21,8460
μαργαρίτου,pearl,N-GMS,G3135,Revelation 21,8461
πλατεῖα,street,N-NFS,G4113,Revelation 21,8462
ὕαλος,glass,N-NMS,G5194,Revelation 21,8463
διαυγής,transparent,Adj-NMS,G1306,Revelation 21,8464
φαίνωσιν,they should shine,V-PSA-3P,G5316,Revelation 21,8465
ἐφώτισεν,enlightened,V-AIA-3S,G5461,Revelation 21,8466
κλεισθῶσιν,shall be shut,V-ASP-3P,G2808,Revelation 21,8467
οἴσουσιν,they will bring,V-FIA-3P,G5342,Revelation 21,8468
κοινὸν,defiling,Adj-NNS,G2839,Revelation 21,8469
βδέλυγμα,abomination,N-ANS,G946,Revelation 21,8470
γεγραμμένοι,having been written,V-RPM/P-NMP,G1125,Revelation 21,8471
λαμπρὸν,clear,Adj-AMS,G2986,Revelation 22,8472
κρύσταλλον,crystal,N-AMS,G2930,Revelation 22,8473
ἐκπορευόμενον,flowing,V-PPM/P-AMS,G1607,Revelation 22,8474
πλατείας,street,Adj-GFS,G4113,Revelation 22,8475
ποταμοῦ,river,N-GMS,G4215,Revelation 22,8476
ξύλον,was a tree,N-NNS,G3586,Revelation 22,8477
ποιοῦν,producing,V-PPA-NNS,G4160,Revelation 22,8478
καρποὺς,fruits,N-AMP,G2590,Revelation 22,8479
ἀποδιδοῦν,yielding,V-PPA-NNS,G591,Revelation 22,8480
φύλλα,leaves,N-NNP,G5444,Revelation 22,8481
θεραπείαν,the healing,N-AFS,G2322,Revelation 22,8482
κατάθεμα,curse,N-NNS,G2652,Revelation 22,8483
λατρεύσουσιν,will serve,V-FIA-3P,G3000,Revelation 22,8484
φωτίσει,will enlighten,V-FIA-3S,G5461,Revelation 22,8485
βιβλίου,book,N-GNS,G975,Revelation 22,8486
ἔβλεψα,saw,V-AIA-1S,G991,Revelation 22,8487
δεικνύοντός,showing,V-PPA-GMS,G1166,Revelation 22,8488
σφραγίσῃς,seal,V-ASA-2S,G4972,Revelation 22,8489
ἀδικησάτω,let him be unrighteous,V-AMA-3S,G91,Revelation 22,8490
ῥυπαρὸς,is filthy,Adj-NMS,G4508,Revelation 22,8491
ῥυπανθήτω,let him be filthy,V-AMP-3S,G4510,Revelation 22,8492
ἁγιασθήτω,let him be holy,V-AMP-3S,G37,Revelation 22,8493
μισθός,reward,N-NMS,G3408,Revelation 22,8494
ἀποδοῦναι,to give,V-ANA,G591,Revelation 22,8495
πλύνοντες,washing,V-PPA-NMP,G4150,Revelation 22,8496
εἰσέλθωσιν,they shall enter,V-ASA-3P,G1525,Revelation 22,8497
κύνες,dogs,N-NMP,G2965,Revelation 22,8498
φάρμακοι,sorcerers,N-NMP,G5333,Revelation 22,8499
πόρνοι,sexually immoral,N-NMP,G4205,Revelation 22,8500
φονεῖς,murderers,N-NMP,G5406,Revelation 22,8501
εἰδωλολάτραι,idolaters,N-NMP,G1496,Revelation 22,8502
ἄγγελόν,angel,N-AMS,G32,Revelation 22,8503
μαρτυρῆσαι,to testify,V-ANA,G3140,Revelation 22,8504
λαμπρός,bright,Adj-NMS,G2986,Revelation 22,8505
πρωϊνός,morning,Adj-NMS,G4407,Revelation 22,8506
νύμφη,bride,N-NFS,G3565,Revelation 22,8507
εἰπάτω,let him say,V-AMA-3S,G2036,Revelation 22,8508
διψῶν,thirsting,V-PPA-NMS,G1372,Revelation 22,8509
λαβέτω,let him take,V-AMA-3S,G2983,Revelation 22,8510
ἀκούοντι,hearing,V-PPA-DMS,G191,Revelation 22,8511
ἐπιθῇ,should add,V-ASA-3S,G2007,Revelation 22,8512
ἐπιθήσει,will add,V-FIA-3S,G2007,Revelation 22,8513
γεγραμμένας,having been written,V-RPM/P-AFP,G1125,Revelation 22,8514
ἀφέλῃ,should take away,V-ASA-3S,G851,Revelation 22,8515
ἀφελεῖ,will take away,V-FIA-3S,G851,Revelation 22,8516
γεγραμμένων,having been written,V-RPM/P-GMP,G1125,Revelation 22,8517
Ἰησοῦ,Jesus,N-VMS,G2424,Revelation 22,8518
Ἠσαΐᾳ,Isaiah,N-DMS,G2268,Mark 1,8519
προφήτῃ,prophet,N-DMS,G4396,Mark 1,8520
ἀποστέλλω,I send,V-PIA-1S,G649,Mark 1,8521
κατασκευάσει,will prepare,V-FIA-3S,G2680,Mark 1,8522
Ἑτοιμάσατε,Prepare,V-AMA-2P,G2090,Mark 1,8523
εὐθείας,straight,Adj-AFP,G2117,Mark 1,8524
τρίβους,paths,N-AFP,G5147,Mark 1,8525
κηρύσσων,proclaiming,V-PPA-NMS,G2784,Mark 1,8526
βάπτισμα,a baptism,N-ANS,G908,Mark 1,8527
μετανοίας,of repentance,N-GFS,G3341,Mark 1,8528
ἐξεπορεύετο,were going out,V-IIM/P-3S,G1607,Mark 1,8529
Ἰουδαία,of Judea,N-NFS,G2449,Mark 1,8530
χώρα,region,N-NFS,G5561,Mark 1,8531
Ἱεροσολυμῖται,of Jerusalem,N-NMP,G2415,Mark 1,8532
Ἰορδάνῃ,Jordan,N-DMS,G2446,Mark 1,8533
ἐξομολογούμενοι,confessing,V-PPM-NMP,G1843,Mark 1,8534
ἐνδεδυμένος,clothed in,V-RPM-NMS,G1746,Mark 1,8535
καμήλου,of a camel,N-GFS,G2574,Mark 1,8536
δερματίνην,of leather,Adj-AFS,G1193,Mark 1,8537
ἔσθων,he is eating,V-PPA-NMS,G2068,Mark 1,8538
ἀκρίδας,locusts,N-AFP,G200,Mark 1,8539
μέλι,honey,N-ANS,G3192,Mark 1,8540
ἄγριον,wild,Adj-ANS,G66,Mark 1,8541
ἐκήρυσσεν,he was preaching,V-IIA-3S,G2784,Mark 1,8542
ἰσχυρότερός,is mightier,Adj-NMS-C,G2478,Mark 1,8543
ἱκανὸς,sufficient,Adj-NMS,G2425,Mark 1,8544
ὑποδημάτων,sandals,N-GNP,G5266,Mark 1,8545
ἐβάπτισα,baptized,V-AIA-1S,G907,Mark 1,8546
βαπτίσει,will baptize,V-FIA-3S,G907,Mark 1,8547
ἐβαπτίσθη,was baptized,V-AIP-3S,G907,Mark 1,8548
Ἰορδάνην,Jordan,N-AMS,G2446,Mark 1,8549
σχιζομένους,tearing open,V-PPM/P-AMP,G4977,Mark 1,8550
τεσσεράκοντα,forty,Adj-AFP,G5062,Mark 1,8551
παραδοθῆναι,delivering up,V-ANP,G3860,Mark 1,8552
μετανοεῖτε,repent,V-PMA-2P,G3340,Mark 1,8553
Ἀνδρέαν,Andrew,N-AMS,G406,Mark 1,8554
ἀμφιβάλλοντας,casting a net,V-PPA-AMP,G906,Mark 1,8555
ἁλιεῖς,fishermen,N-NMP,G231,Mark 1,8556
ἁλιεῖς,fishers,N-AMP,G231,Mark 1,8557
ἀφέντες,having left,V-APA-NMP,G863,Mark 1,8558
δίκτυα,nets,N-ANP,G1350,Mark 1,8559
προβὰς,having gone on,V-APA-NMS,G4260,Mark 1,8560
πλοίῳ,boat,N-DNS,G4143,Mark 1,8561
καταρτίζοντας,adjusting,V-PPA-AMP,G2675,Mark 1,8562
Ζεβεδαῖον,Zebedee,N-AMS,G2199,Mark 1,8563
μισθωτῶν,hired servants,N-GMP,G3411,Mark 1,8564
εἰσπορεύονται,they go,V-PIM/P-3P,G1531,Mark 1,8565
σάββασιν,Sabbaths,N-DNP,G4521,Mark 1,8566
εἰσελθὼν,having entered,V-APA-NMS,G1525,Mark 1,8567
ἐξεπλήσσοντο,they were astonished,V-IIM/P-3P,G1605,Mark 1,8568
ἀκαθάρτῳ,unclean,Adj-DNS,G169,Mark 1,8569
ἀνέκραξεν,he cried out,V-AIA-3S,G349,Mark 1,8570
Ναζαρηνέ,of Nazareth,N-VMS,G3479,Mark 1,8571
ἦλθες,Did You come,V-AIA-2S,G2064,Mark 1,8572
ἐπετίμησεν,rebuked,V-AIA-3S,G2008,Mark 1,8573
Φιμώθητι,Be silent,V-AMP-2S,G5392,Mark 1,8574
ἔξελθε,come forth,V-AMA-2S,G1831,Mark 1,8575
σπαράξαν,having thrown into convulsions,V-APA-NNS,G4682,Mark 1,8576
ἀκάθαρτον,unclean,Adj-NNS,G169,Mark 1,8577
φωνῆσαν,having cried,V-APA-NNS,G5455,Mark 1,8578
ἐθαμβήθησαν,were astonished,V-AIP-3P,G2284,Mark 1,8579
συζητεῖν,to question,V-PNA,G4802,Mark 1,8580
καινή,new,Adj-NFS,G2537,Mark 1,8581
πνεύμασι,spirits,N-DNP,G4151,Mark 1,8582
ἀκαθάρτοις,unclean,Adj-DNP,G169,Mark 1,8583
ἐπιτάσσει,He commands,V-PIA-3S,G2004,Mark 1,8584
ὑπακούουσιν,they obey,V-PIA-3P,G5219,Mark 1,8585
ἀκοὴ,news,N-NFS,G189,Mark 1,8586
πανταχοῦ,everywhere,Adv,G3837,Mark 1,8587
περίχωρον,surrounding region,Adj-AFS,G4066,Mark 1,8588
ἐξελθόντες,having gone forth,V-APA-NMP,G1831,Mark 1,8589
πενθερὰ,the mother-in-law,N-NFS,G3994,Mark 1,8590
πυρέσσουσα,fevering,V-PPA-NFS,G4445,Mark 1,8591
προσελθὼν,having come to her,V-APA-NMS,G4334,Mark 1,8592
κρατήσας,having taken hold,V-APA-NMS,G2902,Mark 1,8593
γενομένης,having come,V-APM-GFS,G1096,Mark 1,8594
ἔδυ,went down,V-AIA-3S,G1416,Mark 1,8595
ἔφερον,they began bringing,V-IIA-3P,G5342,Mark 1,8596
δαιμονιζομένους,being possessed by demons,V-PPM/P-AMP,G1139,Mark 1,8597
ἐπισυνηγμένη,gathered together,V-RPM/P-NFS,G1996,Mark 1,8598
ἐθεράπευσεν,He healed,V-AIA-3S,G2323,Mark 1,8599
νόσοις,diseases,N-DFP,G3554,Mark 1,8600
ἤφιεν,He would allow,V-IIA-3S,G863,Mark 1,8601
ἔννυχα,in night,Adv,G1773,Mark 1,8602
ἀναστὰς,having risen up,V-APA-NMS,G450,Mark 1,8603
ἔρημον,solitary,Adj-AMS,G2048,Mark 1,8604
προσηύχετο,He was praying,V-IIM/P-3S,G4336,Mark 1,8605
κατεδίωξεν,went after,V-AIA-3S,G2614,Mark 1,8606
εὗρον,having found,V-AIA-3P,G2147,Mark 1,8607
ζητοῦσίν,seeks,V-PIA-3P,G2212,Mark 1,8608
ἀλλαχοῦ,another way,Adv,G237,Mark 1,8609
ἐχομένας,neighboring,V-PPM/P-AFP,G2192,Mark 1,8610
κωμοπόλεις,towns,N-AFP,G2969,Mark 1,8611
κηρύξω,I might preach,V-ASA-1S,G2784,Mark 1,8612
συναγωγὰς,synagogues,N-AFP,G4864,Mark 1,8613
ἐκβάλλων,casting out,V-PPA-NMS,G1544,Mark 1,8614
λεπρὸς,a leper,Adj-NMS,G3015,Mark 1,8615
γονυπετῶν,kneeling down to Him,V-PPA-NMS,G1120,Mark 1,8616
θέλῃς,You are willing,V-PSA-2S,G2309,Mark 1,8617
καθαρίσαι,to cleanse,V-ANA,G2511,Mark 1,8618
σπλαγχνισθεὶς,having been moved with compassion,V-APP-NMS,G4697,Mark 1,8619
ἐκτείνας,having stretched out,V-APA-NMS,G1614,Mark 1,8620
ἥψατο,He touched him,V-AIM-3S,G680,Mark 1,8621
καθαρίσθητι,be you cleansed,V-AMP-2S,G2511,Mark 1,8622
λέπρα,leprosy,N-NFS,G3014,Mark 1,8623
ἐκαθαρίσθη,he was cleansed,V-AIP-3S,G2511,Mark 1,8624
ἐμβριμησάμενος,having sternly warned,V-APM-NMS,G1690,Mark 1,8625
μηδενὶ,nothing,Adj-DMS,G3367,Mark 1,8626
εἴπῃς,you speak,V-ASA-2S,G2036,Mark 1,8627
ἱερεῖ,priest,N-DMS,G2409,Mark 1,8628
προσένεγκε,offer,V-AMA-2S,G4374,Mark 1,8629
προσέταξεν,commanded,V-AIA-3S,G4367,Mark 1,8630
ἐξελθὼν,having gone out,V-APA-NMS,G1831,Mark 1,8631
κηρύσσειν,to proclaim,V-PNA,G2784,Mark 1,8632
διαφημίζειν,to spread abroad,V-PNA,G1310,Mark 1,8633
ἐρήμοις,solitary,Adj-DMP,G2048,Mark 1,8634
τόποις,places,N-DMP,G5117,Mark 1,8635
πάντοθεν,from every quarter,Adv,G3840,Mark 1,8636
εἰς,into,Prep,G1519,Mark 2,8637
συνήχθησαν,were gathered together,V-AIP-3P,G4863,Mark 2,8638
χωρεῖν,to have space,V-PNA,G5562,Mark 2,8639
φέροντες,bringing,V-PPA-NMP,G5342,Mark 2,8640
παραλυτικὸν,a paralytic,Adj-AMS,G3885,Mark 2,8641
αἰρόμενον,being carried,V-PPM/P-AMS,G142,Mark 2,8642
προσενέγκαι,to come near,V-ANA,G4374,Mark 2,8643
ἀπεστέγασαν,they removed,V-AIA-3P,G648,Mark 2,8644
στέγην,roof,N-AFS,G4721,Mark 2,8645
